ident,type,name,latitude_deg,longitude_deg,municipality,iso_region,icao_code,gps_code
AGY,small_airport,Argyle Downs Airport,-16.508604,128.922485,Argyle Downs,AU-WA,,
ANZ,small_airport,Angus Downs Airport,-25.0325,132.2748,Angus Downs Station,AU-NT,,YADN
AU-0002,small_airport,Dwellingup Airstrip,-32.6926994324,116.074996948,Dwellingup,AU-WA,,
AU-0003,small_airport,Tjukayirla Roadhouse Airstrip,-27.155199,124.584999,Cosmo Newbery,AU-WA,,
AU-0004,small_airport,Langley Park Airstrip,-31.9612293243,115.867866516,Perth,AU-WA,,
AU-0005,small_airport,Myrup fly in estate Airport,-33.789272,121.956847,,AU-WA,,YMYU
AU-0006,small_airport,Harrismith Airport,-32.9418449402,117.865447998,Harrismith,AU-WA,,
AU-0007,small_airport,Kulin Airport,-32.6721992493,118.168998718,,AU-WA,,
AU-0008,heliport,Althorpe Lighthouse,-35.371536,136.86033,Althorpe Islands,AU-SA,,
AU-0009,small_airport,Pinjarra North Airstrip,-32.5803985596,115.885002136,Pinjarra,AU-WA,,
AU-0010,small_airport,Pinjarra Skydiving Airstrip,-32.66652,115.881745,Pinjarra,AU-WA,,
AU-0011,small_airport,Wheeler Field,-32.7874909969,115.789482594,,AU-WA,,
AU-0012,small_airport,Lake Clifton Airstrip,-32.7909355164,115.670883179,Lake Clifton,AU-WA,,
AU-0013,small_airport,Between Lakes Private Airstrip,-32.849998474121094,115.63999938964844,,AU-WA,,
AU-0014,small_airport,Abrolhos East Wallabi Island Airport,-28.43785,113.735583333,Abrolhos,AU-WA,,
AU-0015,small_airport,Bremer Bay Airport,-34.380561828599994,119.331947327,Bremer Bay,AU-WA,,
AU-0016,small_airport,Middlebrook Station Scone Airstrip,-31.9711685181,150.811477661,Middlebrook Station,AU-NSW,,
AU-0017,small_airport,Lily Dutch Windmill Airstrip,-34.2250022888,118.216148376,,AU-WA,,
AU-0018,small_airport,Preston Field - Blair Howe,-33.022077,115.702204,,AU-WA,,YPFL
AU-0019,small_airport,Avoca Airport,-41.781700134277344,147.7194061279297,Avoca,AU-TAS,,
AU-0020,small_airport,Kukerin,-33.17490005493164,118.08499908447266,Kukerin WA,AU-WA,,
AU-0021,small_airport,Karijini National Park,-22.487101,118.468002,,AU-WA,,
AU-0022,small_airport,Cardabia Homestead Airstrip,-23.106024,113.805229,Lyndon,AU-WA,,
AU-0023,small_airport,Woodbury Airfield,-42.162421,147.45011,Woodbury,AU-TAS,,YWOD
AU-0025,small_airport,Northcliffe Airstrip,-34.660026,116.140803,Boorara Brook,AU-WA,,
AU-0026,small_airport,Yuin Station,-27.983333587646484,116.03333282470703,,AU-WA,,
AU-0027,small_airport,Boobyalla Airfield,-40.89821,147.86132,Dorset,AU-TAS,,
AU-0028,small_airport,Moonambel Airfield,-36.9716682434082,143.28611755371094,,AU-VIC,,
AU-0029,small_airport,Stirling Range Retreat,-34.312400817871094,118.18599700927734,,AU-WA,,
AU-0030,small_airport,Frankland Valley Vineyard Airport,-34.347698,116.952003,Frankland River,AU-WA,,
AU-0032,small_airport,Tumbarumba Airport,-35.762604,147.886885,Tumbarumba,AU-NSW,,
AU-0033,small_airport,Tardun Christian Brothers airfield,-28.70870018005371,115.8176498413086,,AU-WA,,
AU-0034,heliport,Royal Prince Alfred Hospital Helipad,-33.889332,151.183685,Sydney,AU-NSW,,YRPA
AU-0035,heliport,Royal North Shore Hospital Helipad,-33.821224,151.192023,Sydney,AU-NSW,,YXNS
AU-0037,small_airport,Glentromie Airstrip,-30.91983,116.234949,Glentromie,AU-WA,,
AU-0038,small_airport,Abrolhos North Island,-28.299816666699996,113.5958,,AU-WA,,YNTI
AU-0039,small_airport,Abrolhos Island,-28.4754062982,113.689184189,,AU-WA,,
AU-0040,small_airport,Kilcoy Airfield,-26.971128,152.566575,Kilcoy,AU-QLD,,
AU-0041,small_airport,Maitraya Resort Airstrip,-34.987464,118.055563,Nanarup,AU-WA,,
AU-0043,small_airport,Chittering Airstrip,-31.5211908201,116.147289276,Chittering,AU-WA,,
AU-0044,small_airport,Trawalla Airport,-37.438747364399994,143.458957672,,AU-VIC,,
AU-0045,small_airport,Pomonal Airstrip,-37.231077,142.676517,,AU-VIC,,
AU-0046,small_airport,Lake Eyre North,-28.416666666699996,137.3,,AU-SA,,
AU-0047,small_airport,Yardie Homestead,-21.881568,114.00944,Exmouth,AU-WA,,
AU-0048,small_airport,Kulin Bush Races Strip,-32.664444444400004,118.310833333,Kulin,AU-WA,,
AU-0049,small_airport,Kooringal Airstrip,-27.3458333333,153.425833333,,AU-QLD,,
AU-0050,small_airport,Huntfield Airfield,-35.1725454513,138.493609428,Morphett Vale,AU-SA,,
AU-0051,heliport,Townsville University Hospital Heliport,-19.32024,146.76059,Townsville,AU-QLD,,YXTL
AU-0052,small_airport,Lake Omeo Dry Lake Ultralightport,-36.9617573795,147.672729492,,AU-VIC,,
AU-0053,small_airport,Snowy Range Airfield,-37.3485734147,146.766046286,,AU-VIC,,
AU-0054,small_airport,Delatite Airstrip,-37.145053,146.159431,Delatite,AU-VIC,,
AU-0055,heliport,Brooklyn Oval Helicopter Landing Site,-33.5473,151.215684,Brooklyn,AU-NSW,,
AU-0056,heliport,Brooklyn TMC - Olivers Garage Helipad,-33.5562,151.1936,Brooklyn,AU-NSW,,
AU-0057,heliport,Brooms Head Heliport,-29.6068,153.332,Brooms Head,AU-NSW,,
AU-0058,heliport,Cowal Gold Mine Helipad,-33.6553,147.40036,West Wyalong,AU-NSW,,
AU-0059,heliport,Blackwater Hospital Helipad,-23.571308,148.877985,Blackwater,AU-QLD,,YXKW
AU-0060,small_airport,Miralwyn Airport,-30.149,147.327,,AU-NSW,,
AU-0061,heliport,Inverell Hospital Helipad,-29.771656,151.131282,Inverell,AU-NSW,,YXIV
AU-0062,heliport,Blackheath - NPWS Helipad,-33.628062,150.306706,Blackheath - NPWS,AU-NSW,,
AU-0063,heliport,Lismore - Mortimer Oval Helicopter Landing Site,-28.808344,153.284455,Lismore,AU-NSW,,
AU-0064,heliport,Lismore Helibase,-28.801211,153.288242,Lismore,AU-NSW,,
AU-0065,heliport,Long Reef Helipad,-33.73922,151.31033,Collaroy,AU-NSW,,
AU-0066,heliport,Agnes Water SES Grounds HLS,-24.1828,151.8826,Agnes Water,AU-QLD,,
AU-0067,heliport,Adelaide River Helicopter Landing Site,-13.2362,131.10796,Adelaide River,AU-NT,,
AU-0068,heliport,Amity Heliport,-27.4031,153.44,Amity,AU-QLD,,
AU-0069,heliport,Appin Colliery Helipad,-34.2098,150.7914,Appin,AU-NSW,,
AU-0070,heliport,Baal Bone Colliery Helipad,-33.26958,150.05846,Lithgow,AU-NSW,,
AU-0071,small_airport,Sherlock Ultralight Airfield,-35.3202777778,139.792522222,Sherlock,AU-SA,,
AU-0072,heliport,Braidwood Helicopter Landing Site,-35.448,149.8011,Braidwood,AU-NSW,,
AU-0073,small_airport,Warroora Station Airstrip,-23.47487,113.79925,Lyndon,AU-WA,,
AU-0074,heliport,Longford Heliport,-38.21962,147.16922,Bass Straight Oil and Gas industry,AU-VIC,,YUOF
AU-0076,heliport,West Cliff Colliery Helipad,-34.234073,150.829822,Appin,AU-NSW,,
AU-0077,heliport,Toonumbar Dam Helipad,-28.61835,152.79353,,AU-NSW,,
AU-0078,heliport,Tucabia Oval Helicopter Landing Site,-29.66,153.1056,Tucabia,AU-NSW,,
AU-0079,heliport,Urbenville Helipad,-28.46907,152.55133,Urbenville,AU-NSW,,
AU-0080,heliport,Wanda Beach Helipad,-34.040487,151.1635,Cronulla,AU-NSW,,
AU-0081,small_airport,Lady Elliot Island Airstrip,-24.1129,152.7156,Lady Elliot Island,AU-QLD,YLTT,YLTT
AU-0082,heliport,Clairview Heliport,-22.09246,149.51908,Clairview,AU-QLD,,
AU-0083,heliport,Clermont Hospital Helipad,-22.827031,147.63127,Clermont,AU-QLD,,
AU-0084,heliport,Brisbane Water Police Helipad,-27.40104,153.16415,Brisbane,AU-QLD,,
AU-0085,small_airport,Nambung Station Private Airstrip,-30.576795,115.235019,Nambung,AU-WA,,
AU-0086,heliport,Carmila Town Helicopter Landing Site,-21.9092,149.417,Carmila,AU-QLD,,
AU-0087,heliport,Redland Hospital Helicopter Landing Site,-27.534323,153.261171,Cleveland,AU-QLD,,
AU-0088,heliport,Couran Cove Resort Helipad,-27.8239,153.4092,Couran Cove Resort,AU-QLD,,YCOV
AU-0089,heliport,Crows Nest Helipad,-27.2649,152.0587,Crows Nest,AU-QLD,,YCNT
AU-0090,small_airport,Dingo Airstrip,-23.655,149.338,Dingo,AU-QLD,,
AU-0091,heliport,Dululu Helicopter Landing Site,-23.8479,150.2625,Dululu,AU-QLD,,
AU-0092,heliport,Emerald Hospital Helicopter Landing Site,-23.5166,148.1539,Emerald,AU-QLD,,
AU-0093,heliport,Orchid Beach Resort Helipad,-24.96,153.3154,Fraser Island,AU-QLD,,
AU-0094,small_airport,Toby's Gap Airstrip,-25.5887,153.0646,Fraser Island,AU-QLD,,
AU-0095,heliport,Hook Island Helipad,-20.1574,148.9481,Hook Island,AU-QLD,,
AU-0096,heliport,Hail Creek Mine Heliport,-21.4888,148.3585,Nebo,AU-QLD,,
AU-0097,heliport,Goomeri Oval Helicopter Landing Site,-26.1795,152.0658,Goomeri,AU-QLD,,
AU-0098,heliport,Gold Coast Water Police Helicopter Landing Site,-27.97,153.427,Gold Coast,AU-QLD,,
AU-0099,heliport,Glenden Township Heliport,-21.360768,148.11545,Glenden,AU-QLD,,
AU-0100,heliport,Gladstone Hospital Helipad,-23.849835,151.248559,Gladstone,AU-QLD,,YXDT
AU-0101,heliport,Facing Island Farmers Cove Helicopter Landing Site,-23.7738,151.3269,Gladstone,AU-QLD,,
AU-0102,heliport,Facing Island - Gatcomb Head Helipad,-23.8758,151.3718,Rockhampton,AU-QLD,,
AU-0103,heliport,Eurong Heliport,-25.505,153.1292,Eurong Ranger's Station,AU-QLD,,
AU-0104,heliport,Boggabilla Fuel Depot Landing Site,-28.6089,150.352,Goondiwindi,AU-NSW,,
AU-0105,small_airport,Boggabilla Airstrip,-28.649343,150.344505,Goondiwindi,AU-NSW,,
AU-0106,small_airport,Valley View,-28.699218,114.911043,Geraldton,AU-WA,,
AU-0107,small_airport,Midway,-32.672544,115.789526,,AU-WA,,
AU-0108,small_airport,Wheeler Drome,-32.786914,115.910386,,AU-WA,,
AU-0109,small_airport,Unknown Farm Strip,-33.094903,115.717181,,AU-WA,,
AU-0110,small_airport,Murgenella Airstrip,-11.5494,132.9142,Murganella,AU-NT,,
AU-0111,heliport,Olinda (DSE) Helibase,-37.8594,145.3766,Olinda / Mt Dandenong,AU-VIC,,
AU-0112,small_airport,Aileron Airstrip,-22.652908,133.347244,Anmatjere,AU-NT,,YALR
AU-0113,small_airport,Overlander Airport,-26.407707,114.45385,Hamelin Pool,AU-WA,,
AU-0114,small_airport,Denman Farm Strip,-32.379816,150.695005,Denman,AU-NSW,,
AU-0115,small_airport,Swan Reach Airport,-34.556053,139.592156,Swan Reach,AU-SA,,YSWR
AU-0117,small_airport,Balma Airfield,-13.247423,135.848699,,AU-NT,,
AU-0118,small_airport,Ban Ban Airfield,-13.376886,131.495318,Ban Ban Springs,AU-NT,,
AU-0119,small_airport,Banka Banka Airstrip,-18.79853,134.039619,Tablelands,AU-NT,,
AU-0120,small_airport,Baygurrtji Airfield,-13.146384,135.817344,,AU-NT,,
AU-0121,small_airport,Wright Field,-36.093359,143.782748,Yando,AU-VIC,,
AU-0122,small_airport,Birany Birany Airfield,-12.816959,136.471556,,AU-NT,,
AU-0123,small_airport,Bullita Airfield,-16.119461,130.429044,Gregory,AU-NT,,
AU-0124,small_airport,Bunda Landing Ground,-17.996474,129.348671,Bunda Station,AU-NT,,
AU-0125,small_airport,Chilla Well Landing Ground,-21.499888,130.961747,,AU-NT,,
AU-0126,small_airport,Cox River Landing Ground,-15.867686,134.558959,Arnold,AU-NT,,
AU-0127,small_airport,Crab Claw Island Landing Ground,-12.713254,130.622849,Bynoe,AU-NT,,
AU-0128,small_airport,Donydji Airport,-12.888913,135.466661,East Arnhem,AU-NT,,
AU-0129,small_airport,Manyallaluk Airport,-14.265449,132.82983,Eva Valley,AU-NT,,
AU-0130,small_airport,Finniss River Landing Ground,-12.872221,130.54513,Bynoe,AU-NT,,
AU-0131,small_airport,Fish River Landing Ground,-14.188069,130.881436,Tipperary,AU-NT,,
AU-0132,heliport,Boggabri Hospital Heliport,-30.710741,150.039698,Boggabri,AU-NSW,,
AU-0133,heliport,Bonalbo - Cricket oval HLS,-28.738,152.625167,Bonalbo,AU-NSW,,
AU-0134,heliport,Boorowa Helicopter Landing Site,-34.4435,148.704667,Boorowa,AU-NSW,,
AU-0135,heliport,Bungendore Helicopter Landing Site,-35.254,149.444667,Bungendore,AU-NSW,,
AU-0136,heliport,Bungonia NP Heliport,-34.808073,150.006799,Bungonia,AU-NSW,,
AU-0137,heliport,Burringbar Sports Club Helicopter Landing Site,-28.436563,153.467841,Burringbar,AU-NSW,,
AU-0138,heliport,Byron Central Hospital - Cavanbah Sporting Complex HLS,-28.635167,153.577167,Byron Bay,AU-NSW,,
AU-0139,heliport,Dundee Beach First Aid Post Helipad,-12.752131,130.381982,Dundee Beach,AU-NT,,
AU-0140,heliport,Dundee Downs First Aid Post HLS,-12.770746,130.529664,Dundee Downs,AU-NT,,
AU-0141,small_airport,Gerald Farm Airfield,-12.500167,130.765833,,AU-NT,,
AU-0142,heliport,Gypsy Springs - African Mahogany HLS,-13.972167,131.4085,,AU-NT,,
AU-0143,heliport,Katherine Hospital Helipad,-14.440093,132.270895,Katherine,AU-NT,,
AU-0144,heliport,Dungog Hospital Helipad,-32.401167,151.745833,Dungog,AU-NSW,,
AU-0145,heliport,Appin West Colliery Heliport,-34.2185,150.717167,Douglas Park,AU-NSW,,
AU-0146,heliport,Aussies - Austral Bricks Helicopter landing Site,-33.829553,150.811172,Horsley Park,AU-NSW,,
AU-0147,heliport,"Baradine Oval Helicopter landing Site,",-30.951667,149.065167,Baradine,AU-NSW,,
AU-0148,heliport,Blackbutt Helicopter Landing Site,-26.889483,152.104758,Blackbutt,AU-QLD,,
AU-0149,heliport,Boggabri Coal Homestead Helipad,-30.631302,150.141199,Boggabri,AU-NSW,,
AU-0150,heliport,Baulkham Hills Private Hospital Helicopter Landing Site,-33.744812,150.990617,Baulkham Hills,AU-NSW,,
AU-0151,heliport,Biloela Sports Field Helicopter Landing Site,-24.393576,150.512041,Biloela,AU-QLD,,
AU-0152,heliport,LNP Florence Buley Rd Intersection Helicopter Landing Site,-13.126329,130.804757,Litchfield National Park,AU-NT,,
AU-0153,heliport,LNP Florence Falls Campground Helicopter Landing Site,-13.096857,130.784651,Litchfield National Park,AU-NT,,
AU-0154,heliport,LNP Lost City Gravel Pit Helicopter Landing Site,-13.206691,130.754707,Litchfield National Park,AU-NT,,
AU-0155,heliport,LNP Sandy Creek Falls Helicopter Landing Site,-13.255235,130.732069,Litchfield National Park,AU-NT,,
AU-0156,heliport,LNP Termite Mounds Carpark Helicopter Landing Site,-13.10344,130.84484,Litchfield National Park,AU-NT,,
AU-0157,heliport,LNP Tolmer Falls Carpark Helicopter Landing Site,-13.20268,130.713733,Litchfield National Park,AU-NT,,
AU-0158,heliport,LNP Walker Creek Ranger Station Helicopter Landing Site,-13.080815,130.692571,Litchfield National Park,AU-NT,,
AU-0159,heliport,LNP Wangi Carpark Helicopter Landing Site,-13.162404,130.68168,Litchfield National Park,AU-NT,,
AU-0160,heliport,Pickertaramoor Oval Helicopter Landing Site,-11.763743,130.891778,Pickertaramoor,AU-NT,,
AU-0161,heliport,Caloola Farm Top Naas Valley Helicopter Landing Site,-35.670667,149.068833,Canberra,AU-ACT,,
AU-0162,heliport,Canberra Training Area C30 Helicopter Landing Site,-35.495181,149.285059,Canberra,AU-ACT,,
AU-0163,heliport,Angus Place Colliery Heliport,-33.352098,150.098981,Lidsdale,AU-NSW,,
AU-0164,heliport,Bankstown - City Sports Complex HLS,-33.926981,151.023045,Bankstown,AU-NSW,,
AU-0165,heliport,Bulahdelah Showground Helicopter Landing Site,-32.4055,152.203333,Bulahdelah,AU-NSW,,
AU-0166,heliport,Poitrel Mine Helicopter Landing Site,-22.039842,148.261292,Moranbah,AU-QLD,,
AU-0167,heliport,Charlotte Pass Medical Centre HLS,-36.434153,148.333417,Charlotte Pass,AU-NSW,,
AU-0168,heliport,Batemans Bay ALT Hanging Rock HLS,-35.721,150.1955,Batemans Bay,AU-NSW,,
AU-0169,heliport,Batemans Bay Mackay Park HLS,-35.708333,150.1725,Batemans Bay,AU-NSW,,
AU-0170,heliport,Bathurst Hospital Alternate (Victoria Park) Helipad,-33.407196,149.574115,Bathurst,AU-NSW,,
AU-0171,heliport,Cabramurra Helicopter Landing Site,-35.939833,148.377333,Cabramurra,AU-NSW,,
AU-0172,heliport,Cadia Mine(Ridgeway) Helicopter Landing Site,-33.44435,149.000842,Cadia Mine,AU-NSW,,
AU-0173,heliport,Camden - Onslow Park HLS,-34.05324,150.691285,Camden,AU-NSW,,
AU-0174,small_airport,Derby Field,-36.6128,144.0186,Bridgewater,AU-VIC,,
AU-0175,small_airport,Rothwell Airfield,-37.916945,144.483743,Little River,AU-VIC,,
AU-0176,heliport,New Pelion Hut Helipad,-41.829346,146.04582,Cradle Mountain-Lake St Clair National Park,AU-TAS,,
AU-0177,heliport,Macquarie Island Station Heliport,-54.49852,158.93804,Macquarie Island Station,AU-TAS,YMQI,
AU-0180,heliport,Flinders Medical Centre Helipad,-35.020027,138.568577,Bedford Park,AU-SA,,
AU-0181,heliport,Lyell McEwin Hospital Helipad,-34.748851,138.665843,Elizabeth Vale,AU-SA,,
AU-0182,heliport,Parra Wirra Helipad,-34.678754,138.83491,Yattalunga,AU-SA,,
AU-0183,heliport,Murray Bridge Soldiers Memorial Hospital Helipad,-35.128213,139.280722,Murray Bridge,AU-SA,,
AU-0184,heliport,Penny's Hill Helipad,-35.245791,138.551143,McLaren Vale,AU-SA,,
AU-0185,heliport,South Coast District Hospital Helipad,-35.561805,138.606714,Victor Harbor,AU-SA,,
AU-0186,heliport,Royal Adelaide Hospital Helipad,-34.920671,138.586129,Adelaide,AU-SA,,
AU-0187,heliport,South Coast Heliport,-35.267564,138.919461,Strathalbyn,AU-SA,,
AU-0188,small_airport,Strowan,-32.460996,150.861705,Jerry Plains,AU-NSW,,
AU-0189,heliport,Coochiemudlo - Cricket Oval HLS,-27.569128,153.334197,Coochiemudlo Island,AU-QLD,,
AU-0190,heliport,Tully Hospital Heliport.,-17.926895,145.923446,Tully,AU-QLD,,YXTU
AU-0191,small_airport,Dundee Beach Airport,-12.720112,130.361831,Dundee Beach,AU-NT,,
AU-0192,small_airport,Channel Point Airport,-13.15257,130.14333,Rakula,AU-NT,,
AU-0193,small_airport,Bulgul Airport,-13.10456,130.16128,Rakula,AU-NT,,
AU-0194,small_airport,Sabina Airport,-13.85902,129.93136,Nemarluk,AU-NT,,
AU-0195,small_airport,Nadirri Airport,-13.94685,129.77638,Thamarrurr,AU-NT,,
AU-0196,small_airport,Perrederr Airport,-14.02022,129.8218,Thamarrurr,AU-NT,,
AU-0197,small_airport,Yederr Airport,-14.02481,129.72806,Thamarrurr,AU-NT,,
AU-0198,small_airport,Fossil Head Airport,-14.54377,129.52652,Thamarrurr,AU-NT,,
AU-0199,small_airport,Wombungi Station Airport,-14.77569,131.04727,Bradshaw,AU-NT,,
AU-0200,small_airport,Digger's Rest Station Airport,-15.62331,128.06102,Durack,AU-WA,,
AU-0201,small_airport,Cygnet Bay Pearl Farm Airport,-16.44032,123.01758,Dampier Peninsula,AU-WA,,
AU-0202,small_airport,Arrow Pearling Base Airport,-16.947598,122.49758,Dampier Peninsula,AU-WA,,
AU-0203,small_airport,Meda Airport,-17.36042,123.99276,Meda,AU-WA,,
AU-0205,small_airport,Kynuna Town Strip (Glenagra),-21.535126,141.838249,Kynuna,AU-QLD,,
AU-0206,small_airport,Minilya Airport,-23.80655,114.00853,Minilya,AU-WA,,
AU-0208,small_airport,Chuulangun Airport,-13.11818,143.00533,Lockhart River,AU-QLD,,
AU-0209,small_airport,Wyberba Airstrip,-28.847287,151.857834,Wyberba,AU-QLD,,
AU-0210,small_airport,KESWICK ISLAND AIRSTRIP,-20.920538,149.422839,KESWICK ISLAND,AU-QLD,,
AU-0211,small_airport,Lundavra Private Airstrip,-28.026001,150.026486,Lundavra,AU-QLD,,
AU-0212,small_airport,Mount Walker airstrip,-27.76846,152.520597,Mount Walker West QLD 4340,AU-QLD,,
AU-0213,small_airport,Archer Falls Airfield,-26.974977,152.666767,Mount Archer,AU-QLD,,
AU-0214,small_airport,george lees airfield,-27.049228,151.274228,"Pirrinuan, QLD 4405",AU-QLD,,
AU-0215,small_airport,Hall Airport,-35.144284,149.042952,Wallaroo,AU-NSW,,YHAL
AU-0216,small_airport,FORESTVALE AIRSTRIP,-25.805775,147.953224,FORESTVALE,AU-QLD,,
AU-0217,small_airport,Dirranbandi,-28.98134,148.054848,Dirranbandi,AU-QLD,,
AU-0219,small_airport,Greenfield (Cootharaba) Airfield,-26.292993,152.961724,Cootharaba,AU-QLD,,
AU-0222,heliport,Tabulam Oval Helipad,-28.8903,152.5678,,AU-NSW,,
AU-0223,small_airport,Jimbour Homestead airstrip,-26.959998,151.235851,Jimbour,AU-QLD,,
AU-0224,small_airport,Frogs Hollow Airfield,-36.760549,149.804163,Tathra,AU-NSW,YFGS,YFGS
AU-0225,small_airport,WILMINGTON RESIDENTIAL AIRPARK,-32.635309,138.107157,Wilmington,AU-SA,,
AU-0226,small_airport,Marulan (Tangryang) Airstrip,-34.734273,149.958315,Marulan,AU-NSW,,
AU-0227,small_airport,Pipers Airfield,-33.377547,149.519634,,AU-NSW,,
AU-0228,small_airport,2nd Crookwell Airfield,-34.493893,149.462128,Crookwell,AU-NSW,,
AU-0229,small_airport,Limekilns airfield,-33.267613,149.725885,Limekilns,AU-NSW,,
AU-0230,small_airport,bungebah airfield,-31.979077,149.794765,,AU-NSW,,
AU-0231,small_airport,Narrandool Bush Strip,-29.252257,147.880182,Narrandool,AU-NSW,,
AU-0232,small_airport,WeeWaa 2nd Airstrip,-30.252173,149.451141,WeeWaa,AU-NSW,,
AU-0233,small_airport,Croppa Creek airstrip,-29.114263,150.408883,Croppa Creek,AU-NSW,,
AU-0234,small_airport,Texas Airstrip,-28.834683,151.15208,Texas,AU-QLD,,
AU-0235,small_airport,Ellinthorp Airstrip,-28.054948,151.931144,Ellinthorp,AU-QLD,,
AU-0236,small_airport,private airstrip agnes waters,-24.274705,151.778913,private airstrip agnes waters,AU-QLD,,
AU-0237,small_airport,private airfield agnes waters,-24.238316,151.862394,agnes waters,AU-QLD,,
AU-0238,small_airport,private runway agnes waters,-24.29885,151.785468,agnes waters,AU-QLD,,
AU-0239,small_airport,Samuel Hill Airfield ( Danger Zone RAAF Shoal water bay),-22.740486,150.654016,Shoal Water bay,AU-QLD,,YSMH
AU-0240,small_airport,The Plains Airfield Shoal water bay RAAF,-22.76162,150.346527,Shoal Waterbay RAAF,AU-QLD,,
AU-0241,small_airport,Saint Lawrence,-22.375139,149.459767,Saint Lawrence,AU-QLD,,
AU-0242,small_airport,Oaky Creek Airfield,-23.242273,148.355534,Oaky Creek,AU-QLD,,
AU-0243,small_airport,Midge Point,-20.625354,148.677163,Midge Point,AU-QLD,,
AU-0244,small_airport,temple island airstrip,-21.601298,149.491868,temple island,AU-QLD,,
AU-0245,small_airport,Nobbys Creek private Strip,-28.29586,153.326306,Nobbys Creek,AU-NSW,,
AU-0246,heliport,Cooroy School Oval HLS,-26.424647,152.909045,Cooroy,AU-QLD,,
AU-0247,heliport,Clarence Valley Correctional Centre Heliport,-29.740569,153.064098,Lavadia,AU-NSW,,
AU-0248,heliport,Quirindi Fire Station/Emergency Services Heliport,-31.501946,150.673563,Quirindi,AU-NSW,,
AU-0249,heliport,Belyuen Oval Helicopter Landing Site,-12.536592,130.699786,Delissaville,AU-NT,,
AU-0250,heliport,Yeoval Oval Helicopter Landing Site,-32.750616,148.646634,Yeoval,AU-NSW,,
AU-0251,heliport,Cataract Dam Heliport,-34.255438,150.806252,Cataract,AU-NSW,,
AU-0252,small_airport,airlie private strip,-33.594282,149.544997,airlie,AU-NSW,,
AU-0253,small_airport,Hazelton Private Airstrip,-27.047737,153.05131,Ningi,AU-QLD,,
AU-0254,small_airport,Tabragalba Homestead private strip,-28.011066,153.06839,Tabragalba,AU-QLD,,
AU-0255,small_airport,Gulgong Aero Park Airport,-32.298696,149.559567,Gulgong,AU-NSW,,YGGG
AU-0256,small_airport,Wyaldra Airstrip,-32.295939,149.551542,Wyaldra,AU-NSW,,
AU-0257,small_airport,Ravenswood Gold mine,-20.101841,146.908643,Ravenswood,AU-QLD,,
AU-0258,small_airport,Uralla Private strip?,-30.671176,151.488333,Uralla,AU-NSW,,
AU-0259,small_airport,Lockhart Airstrip,-35.205339,146.728742,Lockhart,AU-NSW,,
AU-0260,small_airport,Berrigan Airstrip,-35.684209,145.814753,Berrigan,AU-NSW,,
AU-0261,small_airport,Yarraden station airstrip,-14.303383,143.310943,Yarraden,AU-QLD,,
AU-0262,small_airport,Coen airstrip,-13.956517,143.182068,Coen,AU-QLD,,
AU-0263,small_airport,Mapoon Airstrip,-12.049793,141.906173,Mapoon,AU-QLD,,
AU-0264,small_airport,Skardon River Airport,-11.866259,142.008762,Mapoon,AU-QLD,YSKR,YSKR
AU-0265,small_airport,Cullulleraine airstrip private,-34.190506,141.615314,Cullulleraine,AU-VIC,,
AU-0266,small_airport,Neds Corner Airport,-34.146405,141.334734,Neds Corner,AU-VIC,,
AU-0267,small_airport,Hindmarsh Island private strip,-35.50416,138.850708,Hindmarsh Island,AU-SA,,
AU-0268,small_airport,Hindmarsh International Airport,-35.528965,138.864355,Hindmarsh,AU-SA,,
AU-0269,small_airport,Bramwell Tourist Park airstrip,-12.139613,142.614233,Bramwell Tourist Park,AU-QLD,,YBWL
AU-0270,small_airport,WENLOCK AIRSTRIP,-12.187355,142.517052,wenlock,AU-QLD,,
AU-0271,small_airport,Arrabury Homestead,-26.758793,141.027031,Arrabury Homestead,AU-QLD,,
AU-0272,small_airport,Planet Downs OS,-25.872662,141.116788,Planet downs OS,AU-QLD,,
AU-0273,small_airport,Glen Aplin private strip,-28.730358,151.858134,Glen Aplin,AU-QLD,,
AU-0274,small_airport,Landsborough Airport,-26.823056,152.977538,Landsborough,AU-QLD,,
AU-0275,small_airport,Glenroy private strip,-23.067769,149.718375,Glenroy,AU-QLD,,
AU-0276,small_airport,cape cloucester airstrip    300m length,-20.091947,148.443564,Cape Cloucester,AU-QLD,,
AU-0277,small_airport,Burraga Airstrip no.1,-33.950427,149.564631,Burraga,AU-NSW,,
AU-0278,small_airport,Burraga Airstrip no.2,-33.939693,149.495258,Burraga,AU-NSW,,
AU-0279,small_airport,Mataranka township airport,-14.924093,133.061728,Mataranka,AU-NT,,
AU-0280,small_airport,Emungalan airstrip,-14.432186,132.237228,Emungalan,AU-NT,,
AU-0281,small_airport,Katherine North Airstrip,-14.446135,132.273046,Katherine North,AU-NT,,
AU-0282,small_airport,Manbulloo Airstrip,-14.560116,132.230136,Manbulloo,AU-NT,,
AU-0283,small_airport,Venn airstrip,-14.576315,132.505546,Venn,AU-NT,,
AU-0284,small_airport,Elsey private airstrip,-14.912628,133.119364,Elsey,AU-NT,,
AU-0285,small_airport,Elsey private airstrip no. 2,-14.985664,133.085225,Elsey,AU-NT,,
AU-0286,small_airport,Wuyagiba Airport,-14.616433,135.489707,Wuyagiba,AU-NT,,
AU-0287,small_airport,Mumpumampu Airport,-14.385633,135.332251,Mumpumampu,AU-NT,,
