ident,type,name,latitude_deg,longitude_deg,municipality,iso_region,icao_code,gps_code
AU-0554,small_airport,Weona Station Airstrip,-23.062344,142.825694,Weona Station,AU-QLD,,
AU-0555,small_airport,Willows airstrip,-23.717272,147.380109,Willows QLD 4702,AU-QLD,,
AU-0556,small_airport,Drummondslope Airstrip,-24.124483,146.636271,Drummondslope QLD 4724,AU-QLD,,
AU-0557,small_airport,Farrars Creek station Airstrip,-25.144841,141.347886,Farrars Creek,AU-QLD,,
AU-0558,small_airport,Middleton Racecourse Airstrip,-22.37917,141.528624,Middleton,AU-QLD,,
AU-0559,small_airport,Wiralla Airstrip,-27.795594,144.258769,Wiralla,AU-QLD,,
AU-0560,small_airport,Thargo station airstrip,-27.86227,144.271528,Thargo station,AU-QLD,,
AU-0561,small_airport,Duchess airstrip,-21.335355,139.88162,Duchess,AU-QLD,,
AU-0562,small_airport,Brides Creek station airstrip,-25.028178,145.440745,Brides Creek,AU-QLD,,
AU-0563,small_airport,Yagoonya airstrip,-16.373305,141.493478,Yagoonya,AU-QLD,,
AU-0564,small_airport,Archer River Airstrip,-13.436333,142.928867,Archer River,AU-QLD,,YARC
AU-0565,small_airport,Moora Airport,-30.684896,115.982059,Moora,AU-WA,YMRO,YMRO
AU-0566,small_airport,Marble Bar  airstrip,-20.846279,120.06649,Marble Bar,AU-WA,,
AU-0567,small_airport,Fairholme airstrip,-33.290925,147.378384,Fairholme NSW 2871,AU-NSW,,
AU-0568,small_airport,Limmen Airstrip,-14.832597,135.196424,Limmen,AU-NT,,
AU-0569,small_airport,Manberry Station airstrip,-24.020713,114.145246,Manberry Station,AU-WA,,
AU-0570,small_airport,Middle Point Research Station Airstrip,-12.585853,131.308722,Middle Point NT 0822,AU-NT,,YCPX
AU-0571,small_airport,Lake MacKay Airstrip,-23.670782,129.976158,Lake MacKay,AU-NT,,
AU-0572,small_airport,Eringa airstrip,-26.692097,135.398844,Eringa,AU-SA,,
AU-0573,small_airport,Hawker gate House airstrip (Milparinka),-29.785349,141.022353,Milparinka,AU-NSW,,
AU-0574,small_airport,Wagga Wagga Station airstrip,-28.342064,116.93234,Yalgoo,AU-WA,,
AU-0575,small_airport,Plumridge Lakes airstrip,-29.278875,124.683366,Plumridge Lakes,AU-WA,,
AU-0576,small_airport,Port Wine Airstrip,-23.987061,147.072161,Port Wine,AU-QLD,,
AU-0577,small_airport,Brewarrina airstrip,-30.180618,146.982093,Brewarrina,AU-NSW,,
AU-0578,small_airport,YDNA,-42.763332,146.561349,Maydena,AU-TAS,,
AU-0579,small_airport,Honeymoon Airstrip,-13.629492,131.087496,Tipperary,AU-NT,,
AU-0582,small_airport,Hillsborough Airstrip,-20.013041,146.996963,Ravenswood,AU-QLD,,
AU-0583,small_airport,Harriedale Airfield,-32.803117,141.411426,Harriedale,AU-SA,,
AU-0584,small_airport,Sturt Plateau airstrip,-15.921878,132.388687,Sturt Plateau NT 0852,AU-NT,,
AU-0585,small_airport,Marralum Airport,-15.393839,129.257004,Marralum,AU-NT,,
AU-0586,small_airport,homestead,-23.317075,138.587637,Sturt QLD 4829,AU-NT,,
AU-0587,small_airport,Battle Mountain Airport,-25.202068,119.609098,Kumarina WA 6642,AU-WA,,
AU-0588,small_airport,Cubbie station airport,-28.700526,147.932281,Cubbie Station,AU-QLD,,
AU-0589,small_airport,Woolgar airstrip,-19.839059,143.354244,Woolgar QLD 4822,AU-QLD,,
AU-0590,small_airport,Bimbijy station airstrip,-29.696329,118.049941,Bimbijy WA 6472,AU-WA,,
AU-0591,small_airport,Coburn Station Airstrip,-26.698213,114.308131,Coburn,AU-WA,,
AU-0592,small_airport,Mimong Airstrip,-21.495082,141.95986,Mimong,AU-QLD,,
AU-0593,small_airport,bore 22 airstrip,-17.353076,131.424036,bore 22,AU-QLD,,
AU-0594,small_airport,Beeantha station airstrip,-20.307442,142.19965,Beeantha,AU-QLD,,
AU-0595,small_airport,Corella park Station Airstrip,-20.597035,140.244513,Corella park Station,AU-QLD,,
AU-0596,small_airport,Rollo Station Airstrip,-27.977462,146.694474,Rollo Station,AU-QLD,,
AU-0597,small_airport,Wilcannia airstrip,-30.605709,143.67538,Wilcannia NSW 2836,AU-NSW,,
AU-0598,small_airport,clifton downs station airstrip,-29.619746,142.561212,Tibooburra NSW 2880,AU-NSW,,
AU-0599,small_airport,the airstrip,-31.084253,150.489049,Piallaway NSW 2342,AU-NSW,,
AU-0600,small_airport,Branglebar station airstrip,-30.64297,147.081399,The Marra,AU-NSW,,
AU-0601,small_airport,Compressor station airfield,-21.444322,115.946918,Mardie,AU-WA,,
AU-0602,small_airport,Darling Downs Airspray Airstrip,-27.193938,151.11599,Dalby,AU-QLD,,
AU-0603,small_airport,Enngonia station,-29.069393,145.998774,Enngonia NSW 2839,AU-NSW,,
AU-0604,small_airport,Enngonia,-29.034728,146.280899,Enngonia NSW 2839,AU-NSW,,
AU-0605,small_airport,North Bourke airstrip,-29.621949,146.071258,North Bourke NSW 2840,AU-NSW,,
AU-0606,small_airport,Buckland station,-24.694517,147.501497,Buckland QLD 4722,AU-QLD,,
AU-0607,small_airport,Bourke no.2,-30.014772,145.82678,Bourke,AU-NSW,,
AU-0608,small_airport,Yantabulla Arstrip,-29.351469,145.005734,Yantabulla,AU-NSW,,
AU-0609,small_airport,Janina homestead,-29.984603,144.700027,Wanaaring,AU-NSW,,
AU-0610,small_airport,Rainbar Airstrip,-29.82646,144.640975,Wanaaring,AU-NSW,,
AU-0611,small_airport,Almaden (Spring Valley) Airstrip,-17.35028,144.633777,Almaden,AU-QLD,,
AU-0612,heliport,Kilkivan Helicopter Landing Site,-26.083,152.243,Kilkivan,AU-QLD,,
AU-0613,heliport,Manar 4WD/Motor Cross Park Heliport,-26.024424,151.383628,Proston,AU-QLD,,
AU-0614,small_airport,Boggabilla Airstrip (AIRCAIR),-28.617194,150.332049,Goondiwindi,AU-QLD,,
AU-0615,heliport,Boondooma Heliport,-26.104719,151.449319,Lake Boondooma,AU-QLD,,
AU-0616,small_airport,Painted Hills Aerodrome,-29.521635,135.85659,Anna Creek,AU-SA,,PHI
AU-0617,small_airport,Donnybrook Airstrip,-27.016237,153.064967,,AU-QLD,,
AU-0619,small_airport,Djinkar (Nangak) Airstrip,-12.197223,134.285867,,AU-NT,,
AU-0620,small_airport,Drysdale Airstrip,-38.198179,144.622001,,AU-VIC,,YDRS
AU-0621,small_airport,Glen Station Airstrip,-27.045117,117.647781,,AU-WA,,
AU-0622,small_airport,Driftn-in Airstrip,-26.946059,152.657883,,AU-QLD,,
AU-0623,small_airport,Napunyah Airport,-30.6123,144.22029,Tilpa,AU-NSW,,
AU-0624,small_airport,Bimpero Airport,-30.29369,144.11918,Wanaaring,AU-NSW,,
AU-0625,small_airport,Steinfeld Airfield,-34.312904,139.334915,Steinfeld,AU-SA,,
AU-0626,small_airport,Original Barnbougle Airstrip,-41.008095,147.421407,Bridport,AU-TAS,,
AU-0627,small_airport,Cranbourn Airfield,-41.161173,147.015096,Mount Direction,AU-TAS,YCRN,YCRN
AU-0628,small_airport,Eagles Nest (Scottsdale),-41.172064,147.508879,Scottsdale,AU-TAS,,
AU-0631,heliport,Bacchus Marsh and Melton Regional Hospital Heliport,-37.678335,144.434386,Bacchus Marsh,AU-VIC,,
AU-0635,small_airport,Gorrie Airfield (RAAF),-15.485858,133.179274,,AU-NT,,
AU-0637,small_airport,Corunna Downs Airport,-21.462116,119.853694,Corunna Downs,AU-WA,,
AU-0638,small_airport,Larrimah Airstrip,-15.552804,133.222961,Larrimah,AU-NT,,
AU-0639,small_airport,Dirk Hartog Island Airstrip,-26.007194,113.159072,Dirk Hartog Island,AU-WA,,YDHD
AU-0646,small_airport,Windrush International Airport,-43.155794,147.009065,Huon Valley,AU-TAS,,
AU-0647,heliport,Woodgate Helicopter Landing Site,-25.116596,152.570256,Woodgate Beach,AU-QLD,,
AU-0648,small_airport,Mount Moffatt Airstrip,-25.041314,147.937575,Carnarvon National Park,AU-QLD,,
AU-0649,small_airport,Albro Station Airstrip,-22.709174,146.566501,Laglan,AU-QLD,,
AU-0650,small_airport,Bunurong Field,-38.621701,145.668969,Inverloch,AU-VIC,,
AU-0651,heliport,Batemans Bay District Hospital Helipad,-35.7141,150.182194,Batemans Bay,AU-NSW,,
AU-0652,heliport,Wyong/Charmhaven Rural Fire Service Heliport,-33.235076,151.492862,Charmhaven,AU-NSW,,
AU-0653,heliport,Woodenbong Oval Helicopter Landing Site,-28.389907,152.606333,Woodenbong,AU-NSW,,
AU-0654,heliport,Woodburn SES Helicopter Landing Site,-29.074,153.338333,Woodburn,AU-NSW,,
AU-0655,heliport,Mataranka School Oval HLS,-14.921554,133.063971,Mataranka,AU-NT,,
AU-0656,heliport,Yarraman Helicopter Landing Site,-26.840037,151.976057,Yarraman,AU-QLD,,
AU-0657,heliport,Toowoomba Range Heliport,-27.556495,152.015026,Withcott,AU-QLD,,
AU-0658,small_airport,Shelamar Station Airport,-18.98598,121.7132,Eighty Mile Beach,AU-WA,,
AU-0659,small_airport,Nita Downs Airport,-19.08223,121.66411,Eighty Mile Beach,AU-WA,,
AU-0660,small_airport,Tadji Park Airstrip,-34.23073,150.65913,Wilton,AU-NSW,,
AU-0661,small_airport,Aberfoyle Airstrip,-34.12065,150.82966,Wedderburn,AU-NSW,,
AU-0662,small_airport,Tucker Creek Airstrip,-34.10193,150.87736,Holsworthy,AU-NSW,,
AU-0702,small_airport,Bulloo Downs Station Airport,-24.013905,119.555805,,AU-WA,,
AU-0703,small_airport,Navarra Airport,-24.854178,143.669538,Isisford,AU-QLD,,
AU-0704,heliport,Batemans Bay Helipad,-35.71301,150.1872,Batemans Bay,AU-NSW,,
AU-0705,heliport,Copmanhurst Oval Helipad,-29.5892,152.77316,Copmanhurst,AU-NSW,,
AU-0706,heliport,Drake Oval Helicopter Landing Site,-28.9257,152.3762,Drake,AU-NSW,,
AU-0707,heliport,Bulahdelah Helicopter Landing Site,-32.4,152.2,Bulahdelah,AU-NSW,,
AU-0708,small_airport,Manna Hill Airport,-32.427842,140.006164,Mannahill,AU-SA,,
AU-0709,heliport,Port Arthur Heliport,-43.10447,147.85934,Port Arthur,AU-TAS,,
AU-0710,small_airport,Stony Head Military Area Airstrip,-41.03384,146.99581,Stony Head,AU-TAS,,
AU-0711,small_airport,Tomahawk Airstrip,-40.88195,147.73075,Tomahawk,AU-TAS,,
AU-0712,small_airport,Lady Barron Grass Airstrip,-40.20237,148.23391,Lady Barron,AU-TAS,,
AU-0713,small_airport,Five Mile Jim Airstrip,-39.913857,147.953868,Wingaroo,AU-TAS,,
AU-0714,small_airport,Withers Hall Airstrip,-39.78193,147.93237,Palana,AU-TAS,,
AU-0715,small_airport,Sheiling Airstrip,-39.76634,147.90124,Palana,AU-TAS,,
AU-0716,small_airport,North East River Airstrip,-39.75216,147.92466,Palana,AU-TAS,,
AU-0717,small_airport,Deal Island Airfield,-39.47036,147.318,Palana,AU-TAS,,
AU-0718,small_airport,Madge's Island Airfield,-39.22456,146.98645,Palana,AU-TAS,,
AU-0719,heliport,South East Point Emergency Heliport,-39.12651,146.42367,Wilsons Promontory,AU-VIC,,
AU-0720,heliport,Telegraph Track Emergency Heliport,-39.09819,146.38207,Wilsons Promontory,AU-VIC,,
AU-0721,small_airport,Yanakie Airstrip,-38.80677,146.19307,Yanakie,AU-VIC,,
AU-0723,small_airport,Flying Circus Airfield,-37.47852,144.71962,Clarkefield,AU-VIC,,
AU-0724,small_airport,Legate Airfield,-37.48196,144.73372,Clarkefield,AU-VIC,,
AU-0725,small_airport,Marshall Airfield,-37.48231,144.73494,Clarkefield,AU-VIC,,
AU-0726,small_airport,Emu Creek Airfield,-37.47136,144.76829,Clarkefield,AU-VIC,,
AU-0727,small_airport,Valken Farm Airstrip,-37.39168,144.76043,Romsey,AU-VIC,,
AU-0728,small_airport,Rochford Airstrip,-37.3019,144.67078,Rochford,AU-VIC,,
AU-0729,small_airport,The Boreen Airstrip,-37.43535,144.824,Darraweit Guim,AU-VIC,,
AU-0730,small_airport,Blue Tongue Airfield,-37.43064,144.8096,Bolinda,AU-VIC,,
AU-0731,small_airport,Arkells Airfield,-37.36936,144.94017,Bylands,AU-VIC,,
AU-0732,heliport,Winton Motor Raceway Heliport,-36.52245,146.08882,Winton,AU-VIC,,
AU-0733,small_airport,Everton (Tarrawingee) Airport,-36.41171,146.49034,Tarrawingee,AU-VIC,,
AU-0734,small_airport,Bullawa Airstrip,-35.2511,147.24152,Uranquinty,AU-NSW,,
AU-0735,heliport,Wagga Wagga Base Hospital Heliport,-35.11899,147.35719,Wagga Wagga,AU-NSW,,
AU-0736,small_airport,Deltroit Station Airstrip,-35.16922,147.80606,Mundarlo,AU-NSW,,
AU-0737,small_airport,Bondo Airstrip,-35.24817,148.46717,Tumorrama,AU-NSW,,
AU-0739,heliport,Winters Helicopter Landing Paddock,-35.34682,149.50766,Bungendore,AU-NSW,,
AU-0740,small_airport,Rutland Plains Homestead Airport,-15.83381,142.01949,Maramie,AU-QLD,,
AU-0741,small_airport,Mungana Mine Airport,-17.12575,144.39358,Chillagoe,AU-QLD,,
AU-0742,small_airport,Mont Albion Station Airstrip,-17.39085,145.17807,Irvinebank,AU-QLD,,
AU-0743,small_airport,Bullabulling Airfield,-30.97532,121.08068,Bullabulling,AU-WA,,
AU-0744,small_airport,Anna Plains South Airstrip,-19.58073,121.32916,Eighty Mile Beach,AU-WA,,
AU-0745,small_airport,Rodds Bay Airstrip,-24.09255,151.63112,Rodds Bay,AU-QLD,,
AU-0748,small_airport,Oakden Hills Airport,-31.66598,137.0361,Oakden Hills,AU-SA,YOKH,YOKH
AU-0749,small_airport,Mahanewo Road Airstrip,-31.66526,137.05512,Oakden Hills,AU-SA,,
AU-0750,small_airport,Collins Island Airfield,-22.23913,150.30179,Stanage,AU-QLD,,
AU-0751,small_airport,Beermullah Airstrip,-31.26789,115.83878,Boonanarring,AU-WA,,
AU-0752,small_airport,Waddi Bush Camp Airstrip,-30.52886,115.50132,Badgingarra,AU-WA,,
AU-0753,small_airport,Howatharra Airstrip,-28.53267,114.63441,Howatharra,AU-WA,,
AU-0754,small_airport,Lynton Airfield,-28.21283,114.30641,Yallabatharra,AU-WA,,
AU-0755,small_airport,Hamelin Airstrip,-26.42178,114.21108,Hamelin Pool,AU-WA,,
AU-0756,small_airport,Carrarang Airstrip,-26.45249,113.51192,Useless Loop,AU-WA,,
AU-0759,small_airport,Lake MacLeod Airstrip,-24.40426,113.49222,MacLeod,AU-WA,,
AU-0761,small_airport,Wilderness Island Airstrip,-22.06749,114.52624,Exmouth,AU-WA,,
AU-0762,small_airport,Rongold Station Airstrip,-33.88356,141.9894,Wentworth,AU-NSW,,
AU-0763,small_airport,Knox Creek Airstrip,-14.05107,141.68185,Aurukun,AU-QLD,,
AU-0764,small_airport,Lelma Airstrip,-33.6727,142.41891,Pooncarie,AU-NSW,,
AU-0765,small_airport,Yeppoon Aerodrome,-23.12221,150.71837,Inverness,AU-QLD,,
AU-0767,small_airport,Mildura (Sunraysia Gliding Club) Airfield,-34.262146,142.057185,Koorlong,AU-VIC,,
AU-0768,small_airport,Orange Creek Airstrip,-24.37092,133.43785,Hugh,AU-NT,,
AU-0769,small_airport,Shannon's Creek Emergency Airstrip,-30.246177,142.103173,Packsaddle,AU-NSW,,
AU-0770,small_airport,Matheson Bore Airstrip,-28.26958,134.1489,Mount Willoughby,AU-SA,,
AU-0771,small_airport,Wirraminna Airport,-31.19277,136.21988,Wirraminna,AU-SA,YWIR,
AU-0772,small_airport,Mount Sturgeon Airstrip,-20.1341,144.28418,Porcupine,AU-QLD,,
AU-0773,small_airport,Boonderoo Airstrip,-20.35307,144.34526,Porcupine,AU-QLD,,
AU-0774,small_airport,Maiden Springs Airstrip,-19.90363,144.01572,Porcupine,AU-QLD,,
AU-0775,small_airport,Blackbraes Station Airstrip,-19.54287,144.19103,Lyndhurst,AU-QLD,,
AU-0776,small_airport,Maitland Downs Station Airstrip,-19.02085,144.46019,Lyndhurst,AU-QLD,,
AU-0777,small_airport,Nocoleche Airfield,-29.84436,144.11974,Wanaaring,AU-NSW,,
AU-0778,small_airport,Tilterweira Airfield,-30.00809,144.11175,Wanaaring,AU-NSW,,
AU-0779,small_airport,Walcha Farm Airstrip,-31.002219,151.678906,Walcha,AU-NSW,,
AU-0780,small_airport,Wilson's Creek Farm Airstrip,-30.661522,151.42745,Uralla,AU-NSW,,
AU-0781,small_airport,Karalundi Airport,-26.128817,118.676205,,AU-WA,,
AU-0782,small_airport,Stratford,-37.953674,147.092582,Stratford,AU-VIC,,
AU-0783,small_airport,JDandBoo,-37.85774,146.91748,Boisdale,AU-VIC,YJBO,
AU-0784,heliport,Wisemans Ferry Helicopter Landing Site,-33.3835,150.988667,Wisemans Ferry,AU-NSW,,
AU-0785,small_airport,Woodstock Station,-19.358723,142.756948,,AU-QLD,YWSN,
AU-0786,heliport,Eskbank Heliport,-33.476587,150.164732,Lithgow,AU-NSW,,
AU-0787,small_airport,Alinya Station Airstrip,-22.392997,146.565421,,AU-QLD,,
AU-0789,heliport,Neptune Island Lighthouse,-35.336947,136.117478,,AU-SA,,
AU-0795,heliport,Westmead CareFlight Base Heliport,-33.799743,150.989317,Westmead,AU-NSW,,
AU-0796,medium_airport,Nackeroo Airfield,-15.578026,130.475993,,AU-NT,YNKR,
AU-0798,small_airport,Mundowdna Airstrip,-29.71279,138.227757,Mundowdna,AU-SA,,
AU-0801,small_airport,Hordern Vale Airstrip,-38.783163,143.48141,Hordern Vale,AU-VIC,,
AU-0802,small_airport,Anglesea Airfield,-38.37228,144.210649,Anglesea,AU-VIC,,
AU-0803,small_airport,Torquay Private Airstrip,-38.282987,144.352116,Lambidgee,AU-VIC,,
AU-0804,small_airport,Mount Duneed Airfield,-38.260113,144.320795,Mount Duneed,AU-VIC,,
AU-0805,small_airport,Buckley Road South Airstrip,-38.222243,144.10146,Modewarre,AU-VIC,,
AU-0806,small_airport,Clondrisse Airfield (private),-38.48918,144.93305,Cape Schanck,AU-VIC,,
AU-0807,small_airport,McLeod Airstrip,-38.355822,145.445069,French Island,AU-VIC,,
AU-0809,small_airport,Fairey Bower Airfield,-30.883277,148.246318,Coonamble,AU-NSW,YFBR,
AU-0810,small_airport,Tooloora Farm Airstrip,-30.240334,148.090679,Walgett Shire,AU-NSW,,
AU-0811,small_airport,Rose Hill Airstrip,-30.182502,148.243328,Walgett Shire,AU-NSW,,
AU-AGW,small_airport,Agnew Airport,-12.1456,142.149369,Agnew,AU-QLD,,YAGN
AU-AYD,small_airport,Alroy Downs Airport,-19.2908,136.078995,Alroy Downs,AU-NT,,YALD
AU-BYX,small_airport,Baniyala Airport,-13.1981,136.227005,Baniyala,AU-NT,,YBNI
AU-COB,small_airport,Coolibah Airport,-15.548299789428711,130.96200561523438,Coolibah,AU-NT,,
AU-CRJ,small_airport,Coorabie Airport,-31.894399642944336,132.29600524902344,Coorabie,AU-SA,,
AU-CRY,small_airport,Carlton Hill Airport,-15.501899719238281,128.53399658203125,Carlton Hill,AU-WA,,
AU-CSD,small_airport,Cresswell Downs Airport,-17.947999954223633,135.91600036621094,Cresswell Downs,AU-NT,,
AU-DYM,small_airport,Diamantina Lakes Airport,-23.761699676513672,141.14500427246094,Diamantina Lakes,AU-QLD,,
AU-HLV,small_airport,Helenvale Airport,-15.685799598693848,145.21499633789062,Helenvale,AU-QLD,,
AU-KBD,small_airport,Kimberley Downs Airport,-17.398577,124.355565,Kimberley Downs,AU-WA,YKBS,YKBS
AU-KGR,small_airport,Kulgera Airport,-25.8428,133.292007,Ghan,AU-NT,,
AU-MYO,small_airport,Camballin Airport,-17.986539,124.162166,Myroodah,AU-WA,,
AU-PEP,small_airport,Peppimenarti Airport,-14.1442,130.091003,Peppimenarti,AU-NT,,
AU-RDA,small_airport,Rockhampton Downs Airport,-18.95330047607422,135.2010040283203,Rockhampton Downs,AU-NT,,
AU-SSK,small_airport,Sturt Creek Airport,-19.166400909423828,128.1739959716797,Sturt Creek,AU-WA,,
AU-SWB,small_airport,Shaw River Airport,-21.510299682617188,119.36199951171875,Shaw River,AU-WA,,
AU-TWP,small_airport,Torwood Airport,-17.363300323486328,143.75,Torwood,AU-QLD,,
AU-ZVG,small_airport,Springvale Airport,-17.7869,127.669998,Springvale,AU-WA,,
BCZ,small_airport,Milyakburra Airport,-13.780833333299999,136.201666667,Bickerton Island,AU-NT,,
BHT,small_airport,Brighton Downs Airport,-23.365763,141.562947,Brighton Downs,AU-QLD,,YBTD
CBC,small_airport,Cherrabun Airport,-18.917777777800005,125.537777778,,AU-WA,,
DALH,small_airport,Dalhousie Airport,-26.423045,135.509276,,AU-SA,,DALH
FSL,small_airport,Fossil Downs Airport,-18.1321,125.7873,Fossil Downs Station,AU-WA,,
HRN,heliport,Heron Island Helipad,-23.441765,151.911416,Heron Island,AU-QLD,,YHRN
KDS,small_airport,Kamaran Downs Airport,-24.3388,139.2785,Kamaran Downs,AU-QLD,,
LDW,small_airport,Lansdowne Airport,-17.6128,126.743,Lansdowne Station,AU-WA,,
LGE,small_airport,Mulan Airport,-20.1089,127.619,Lake Gregory,AU-WA,,
LGRS,small_airport,Logan Reserve Airport,-27.705986,153.109996,,AU-QLD,,LGRS
LLL,small_airport,Lissadell Airport,-16.661,128.594,Lissadell Station,AU-WA,,
MIZ,small_airport,Mainoru Airstrip,-14.0533,134.0942,Mainoru,AU-NT,,
MRT,small_airport,Moroak Airport,-14.818133,133.700594,Moroak,AU-NT,,
NRY,small_airport,Newry Airport,-16.0442,129.2638,Newry,AU-NT,,
NYA,small_airport,Natya Airport,-35.162805,143.367798,,AU-VIC,,
OXO,small_airport,Orientos Airport,-28.0598,141.5361,Orientos,AU-QLD,,
OZKL,small_airport,Koralta Station Airpirt,-31.624885,142.296143,,AU-NSW,,OZKL
RKY,small_airport,Rokeby Airport,-13.6434,142.641,Rokeby,AU-QLD,,
RLP,small_airport,Rosella Plains Airport,-18.4253,144.4587,Rosella Plains,AU-QLD,,
RPV,small_airport,Roper Valley Airport,-14.9215,134.05,Roper Valley,AU-NT,,
SRM,small_airport,Sandringham Airport,-24.0568,139.0821,Sandringham Station,AU-QLD,,
TCYT,small_airport,Crystal Brook Airport,-17.38355,144.450895,,AU-QLD,,TCYT
WAN,small_airport,Waverney Airport,-25.356917,141.925593,Waverney,AU-QLD,,
WHL,small_airport,Welshpool Airport,-38.682382,146.445331,Welshpool,AU-VIC,,
WYIM,heliport,Kenya Heliport,-26.940627,150.459094,Wieambilla,AU-QLD,,YWIM
YAAL,small_airport,Yarralin Airport,-16.44309,130.87884,,AU-NT,,YAAL
YABA,medium_airport,Albany Airport,-34.943333,117.808889,Albany,AU-WA,YABA,YABA
YABB,small_airport,Upper Warrego Airstrip,-25.194258,147.142757,Babbiloora,AU-QLD,,YABB
YABD,small_airport,Aberdeen Airport,-28.06763,150.641656,Aberdeen,AU-QLD,,YABD
YABF,small_airport,Aberfoyle Airport,-21.670556,145.266111,Torrens Creek,AU-QLD,,YABF
YABG,small_airport,Abbieglassie Airstrip,-27.248368,147.577989,Abbieglassie,AU-NT,,YABG
YABI,small_airport,Abingdon Downs Airport,-17.608814,143.183531,Abingdon Downs,AU-QLD,YABI,YABI
YABL,small_airport,Ambalindum Airport,-23.35187,134.732434,Ambalindum,AU-NT,,YABL
YABP,small_airport,Mooga/Brindley Park Airstrip,-26.325278,148.929849,Mooga,AU-QLD,,YABP
YABR,small_airport,Abra Mine Camp Airport,-24.624167,118.620278,Peak Hill,AU-WA,,YABR
YABS,small_airport,Albion Downs Airport,-27.283300399780273,120.38300323486328,,AU-WA,,YABS
YABU,small_airport,Amburla Airport,-23.339897,133.172332,Burt Plain,AU-NT,,YABU
YACD,small_airport,Alice Downs Station Airport,-24.269521,145.488553,Alice Downs,AU-QLD,,YACD
YACI,small_airport,Arcadia Airport,-25.210916,148.668365,,AU-QLD,,YACI
YACR,small_airport,Lotus Creek/Croyden Airstrip,-22.47322,149.156315,Croyden,AU-QLD,,YACR
YACS,small_airport,Acacia Downs Airport,-31.41670036315918,141.89999389648438,,AU-NSW,,YACS
YADA,small_airport,Adavale Airfield,-25.894945,144.569827,Adavale,AU-QLD,,YADA
YADD,small_airport,Arubiddy Airport,-31.813752,125.919725,,AU-WA,,YADD
YADE,small_airport,Annandale Airstrip,-21.943105,148.284423,Coppabella,AU-QLD,,YADE
YADG,small_airport,Aldinga Airport,-35.288753,138.49421,Aldinga,AU-SA,YADG,YADG
YADL,small_airport,Adele Island Airstrip,-15.516161,123.154035,Adele Island,AU-WA,,YADL
YADM,small_airport,Yandan Mine Airport,-21.274992,146.989697,,AU-QLD,,YADM
YADO,small_airport,Andado Airport,-25.407772,135.290794,Ghan,AU-NT,,YADO
YADR,small_airport,Aldersyde Airstrip,-26.663222,150.194392,Miles,AU-QLD,,YADR
YADS,small_airport,Alton Downs Airport,-26.488959,139.259906,,AU-SA,,YADS
YADU,small_airport,Ardgour Airstrip,-31.652468,150.040476,,AU-NSW,,YADU
YADY,small_airport,Adaminaby Airport,-35.997799,148.796005,Adaminaby,AU-NSW,,YADY
YAFD,heliport,Alfred Hospital Helipad,-37.84526,144.9813,Melbourne,AU-VIC,,YAFD
YAGD,small_airport,Augustus Downs Airport,-18.5087,139.882084,,AU-QLD,YAGD,YAGD
YAGL,small_airport,Argyle Airstrip,-27.481395,151.796036,Kingsthorpe,AU-QLD,,YAGL
YAGP,heliport,Angel Platform Oil Rig Helipad,-19.498611,116.598056,,AU-WA,,YAGP
YAHD,small_airport,Ashburton Downs Airport,-23.380787,117.025573,,AU-WA,,YAHD
YAIN,heliport,Agincourt North Helicopter Landing Site,-15.981015,145.820144,Agincourt Reef,AU-QLD,,YAIN
YAIR,small_airport,Beela Airstrip,-29.396309,149.869974,Moree,AU-NSW,,YAIR
YAIS,heliport,Agincourt South Helicopter Landing Site,-16.035616,145.834708,Agincourt Reef,AU-QLD,,YAIS
YAIW,heliport,Adelaide International Raceway Helicopter Landing Site,-34.696667,138.565,Waterloo Corner,AU-SA,,YAIW
YAKG,small_airport,Arckaringa Airport,-27.946699142456055,134.7449951171875,,AU-SA,,YAKG
YALA,small_airport,Marla Airport,-27.334298,133.627696,Marla,AU-SA,YALA,YALA
YALC,small_airport,Alcoota Station Airport,-22.801963,134.4036,Alcoota,AU-NT,,YALC
YALG,small_airport,Adels Grove Airport,-18.694729,138.527727,,AU-QLD,YALG,YALG
YALH,small_airport,Albilbah Airport,-24.712305,144.290861,,AU-QLD,,YALH
YALM,small_airport,Allambie Airport,-24.265335,134.402927,,AU-NT,,YALM
YALN,small_airport,Allandy Airport,-30.38835,142.625198,Packsaddle,AU-NSW,,YALN
YALP,small_airport,Alpurrurulam Airport,-20.984932,137.832949,Alpurrurulam,AU-NT,,YALP
YALX,small_airport,Alexandria Homestead Airport,-19.060199737548828,136.7100067138672,,AU-NT,YALX,YALX
YALY,small_airport,Alderley Airport,-22.483299255371094,139.63299560546875,,AU-QLD,,YALY
YAMA,heliport,Yamba Heliport,-29.444232,153.345312,Yamba,AU-NSW,,YAMA
YAMB,medium_airport,RAAF Base Amberley,-27.635381,152.711223,,AU-QLD,YAMB,YAMB
YAMC,small_airport,Aramac Airport,-22.95788,145.249504,,AU-QLD,YAMC,YAMC
YAMJ,small_airport,Ampilatwatja Airport,-21.654955,135.23097,Ampilatwatja,AU-NT,,YAMJ
YAMK,small_airport,Andamooka Airport,-30.438299,137.136993,Andamooka,AU-SA,YAMK,YAMK
YAML,small_airport,Armraynald Airport,-17.954826,139.759794,,AU-QLD,,YAML
YAMM,small_airport,Ammaroo Airport,-21.738300323486328,135.24200439453125,,AU-NT,,YAMM
